"SampleID","F","R","Extraction_batch","PCR_batch","Plate","Well","Ale_ID","SampleOrigin","IsolationMethod","Tissue","Site","Tree","GlobalSampleID","SampleType","SequencingType","Disease","disease_tissue","site_tissue","FullSiteName","AODProx","AODZone","AODIsolated","Elevation_1haAve","DD_11point5Deg_CLIMEX5km","pAOD","groundfrost","hurs","psl","pv","rainfall","sfcWind","snowLying","sun","tas","tasmax","tasmin","H","NOx","NHx","Ntot","SOx","xSOx","Ca","Mg","CaMg","Cl","Easting","Northing"
"Leaf_16S_F19_R4","F19","R4","13",1,4,"D7",NA,"Microbiome",NA,"Leaf","MOCCA","CE24","Microbiome_Leaf_MOCCA_CE24","Sample","NovaSeq","Control","Control_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F19_R5","F19","R5","13",1,4,"E7",NA,"Microbiome",NA,"Leaf","MOCCA","E44","Microbiome_Leaf_MOCCA_E44","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F19_R6","F19","R6","13",1,4,"F7",NA,"Microbiome",NA,"Leaf","MOCCA","CE30","Microbiome_Leaf_MOCCA_CE30","Sample","NovaSeq","Control","Control_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F19_R7","F19","R7","13",1,4,"G7",NA,"Microbiome",NA,"Leaf","MOCCA","E36","Microbiome_Leaf_MOCCA_E36","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F19_R8","F19","R8","13",1,4,"H7",NA,"Microbiome",NA,"Leaf","MOCCA","CE29","Microbiome_Leaf_MOCCA_CE29","Sample","NovaSeq","Control","Control_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F2_R11","F2","R11","4",1,2,"C2",NA,"Microbiome",NA,"Leaf","MOCCA","A9","Microbiome_Leaf_MOCCA_A9","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F20_R1","F20","R1","13",1,4,"A8",NA,"Microbiome",NA,"Leaf","STHWK","E33","Microbiome_Leaf_STHWK_E33","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F20_R2","F20","R2","13",1,4,"B8",NA,"Microbiome",NA,"Leaf","STHWK","CE26","Microbiome_Leaf_STHWK_CE26","Sample","NovaSeq","Control","Control_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F20_R22","F20","R22","9",1,3,"F8",NA,"Microbiome",NA,"Leaf","MOCCA","C1","Microbiome_Leaf_MOCCA_C1","Sample","NovaSeq","Control","Control_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F20_R3","F20","R3","13",1,4,"C8",NA,"Microbiome",NA,"Leaf","STHWK","E42","Microbiome_Leaf_STHWK_E42","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F20_R4","F20","R4","13",1,4,"D8",NA,"Microbiome",NA,"Leaf","STHWK","E38","Microbiome_Leaf_STHWK_E38","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F20_R5","F20","R5","13",1,4,"E8",NA,"Microbiome",NA,"Leaf","STHWK","E31","Microbiome_Leaf_STHWK_E31","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F20_R6","F20","R6","13",1,4,"F8",NA,"Microbiome",NA,"Leaf","STHWK","E44","Microbiome_Leaf_STHWK_E44","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F20_R7","F20","R7","13",1,4,"G8",NA,"Microbiome",NA,"Leaf","STHWK","CE22","Microbiome_Leaf_STHWK_CE22","Sample","NovaSeq","Control","Control_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F20_R8","F20","R8","13",1,4,"H8",NA,"Microbiome",NA,"Leaf","STHWK","CE27","Microbiome_Leaf_STHWK_CE27","Sample","NovaSeq","Control","Control_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F21_R1","F21","R1","13",1,4,"A9",NA,"Microbiome",NA,"Leaf","STHWK","CE24","Microbiome_Leaf_STHWK_CE24","Sample","NovaSeq","Control","Control_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F21_R19","F21","R19","9",1,3,"C9",NA,"Microbiome",NA,"Leaf","STHWK","A20","Microbiome_Leaf_STHWK_A20","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F21_R2","F21","R2","13",1,4,"B9",NA,"Microbiome",NA,"Leaf","STHWK","E37","Microbiome_Leaf_STHWK_E37","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F21_R20","F21","R20","9",1,3,"D9",NA,"Microbiome",NA,"Leaf","STHWK","A17","Microbiome_Leaf_STHWK_A17","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F21_R21","F21","R21","9",1,3,"E9",NA,"Microbiome",NA,"Leaf","STHWK","A18","Microbiome_Leaf_STHWK_A18","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F21_R3","F21","R3","13",1,4,"C9",NA,"Microbiome",NA,"Leaf","STHWK","E45","Microbiome_Leaf_STHWK_E45","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F21_R4","F21","R4","13",1,4,"D9",NA,"Microbiome",NA,"Leaf","STHWK","E41","Microbiome_Leaf_STHWK_E41","Sample","NovaSeq","DiseaseCOD","DiseaseCOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F21_R5","F21","R5","13",1,4,"E9",NA,"Microbiome",NA,"Leaf","STHWK","CE30","Microbiome_Leaf_STHWK_CE30","Sample","NovaSeq","Control","Control_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F24_R19","F24","R19","10",1,3,"C12",NA,"Microbiome",NA,"Leaf","MOCCA","A13","Microbiome_Leaf_MOCCA_A13","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F24_R20","F24","R20","10",1,3,"D12",NA,"Microbiome",NA,"Leaf","MOCCA","A7","Microbiome_Leaf_MOCCA_A7","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F24_R21","F24","R21","10",1,3,"E12",NA,"Microbiome",NA,"Leaf","MOCCA","A17","Microbiome_Leaf_MOCCA_A17","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F3_R2","F3","R2","1",1,1,"B3",NA,"Microbiome",NA,"Leaf","STHWK","A12","Microbiome_Leaf_STHWK_A12","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F3_R5","F3","R5","1",1,1,"E3",NA,"Microbiome",NA,"Leaf","MOCCA","A16","Microbiome_Leaf_MOCCA_A16","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F3_R8","F3","R8","1",4,13,"D1",NA,"Microbiome",NA,"Leaf","STHWK","A6","Microbiome_Leaf_STHWK_A6","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F3_R9","F3","R9","R",1,2,"A3",NA,"Microbiome",NA,"Leaf","STHWK","A13","Microbiome_Leaf_STHWK_A13","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F5_R15","F5","R15","5",1,2,"G5",NA,"Microbiome",NA,"Leaf","MOCCA","A6","Microbiome_Leaf_MOCCA_A6","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F5_R16","F5","R16","5",1,2,"H5",NA,"Microbiome",NA,"Leaf","MOCCA","A14","Microbiome_Leaf_MOCCA_A14","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F6_R13","F6","R13","5",1,2,"E6",NA,"Microbiome",NA,"Leaf","STHWK","C1","Microbiome_Leaf_STHWK_C1","Sample","NovaSeq","Control","Control_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F6_R14","F6","R14","5",1,2,"F6",NA,"Microbiome",NA,"Leaf","STHWK","C5","Microbiome_Leaf_STHWK_C5","Sample","NovaSeq","Control","Control_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F6_R15","F6","R15","5",1,2,"G6",NA,"Microbiome",NA,"Leaf","STHWK","A16","Microbiome_Leaf_STHWK_A16","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
"Leaf_16S_F6_R5","F6","R5","2",1,1,"E6",NA,"Microbiome",NA,"Leaf","MOCCA","C3","Microbiome_Leaf_MOCCA_C3","Sample","NovaSeq","Control","Control_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F6_R6","F6","R6","2",1,1,"F6",NA,"Microbiome",NA,"Leaf","MOCCA","A10","Microbiome_Leaf_MOCCA_A10","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F6_R7","F6","R7","2",1,1,"G6",NA,"Microbiome",NA,"Leaf","MOCCA","A20","Microbiome_Leaf_MOCCA_A20","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F6_R8","F6","R8","2",1,1,"H6",NA,"Microbiome",NA,"Leaf","MOCCA","C4","Microbiome_Leaf_MOCCA_C4","Sample","NovaSeq","Control","Control_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F6_R9","F6","R9","5",1,2,"A6",NA,"Microbiome",NA,"Leaf","MOCCA","A18","Microbiome_Leaf_MOCCA_A18","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F7_R1","F7","R1","2",1,1,"A7",NA,"Microbiome",NA,"Leaf","MOCCA","A11","Microbiome_Leaf_MOCCA_A11","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F7_R2","F7","R2","2",1,1,"B7",NA,"Microbiome",NA,"Leaf","MOCCA","A19","Microbiome_Leaf_MOCCA_A19","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","MOCCA Leaf","Moccas Park","AOD",1,"Y",75.60000038,361,0.589939171,102.591049802407,82.2508069966361,1015.09169602442,10.4702027127386,748.001407687541,2.37448221131812,3.38769477451315,1525.6258266755,10.3865181440589,14.5524783780826,6.16428264612702,0.0267133504210385,1.01777161864032,2.4123507376651,3.43012235630542,1.39463324625171,1.14148810021675,0.631676545121484,0.533760850426514,1.165437395548,5.3373514195248,334962,243136
"Leaf_16S_F7_R7","F7","R7","2",1,1,"G7",NA,"Microbiome",NA,"Leaf","STHWK","A15","Microbiome_Leaf_STHWK_A15","Sample","NovaSeq","DiseaseAOD","DiseaseAOD_Leaf","STHWK Leaf","Southwick","AOD",1,"Y",76.20000076,534,0.573390304,94.091978111887,80.9855576146784,1014.70742426711,10.168217847667,663.130038071109,4.57446972566958,7.10177694671434,1609.22162396352,10.0736836024596,14.3001542917174,5.87293307741785,0.020483377,1.04726445939918,2.092389294,3.13965375378804,1.50333014901132,1.41243422375172,0.496647902723108,0.242312250671579,0.738960153394686,1.97981878546326,500156.2,292793.7
